country,geo,year,month,keyword,trend_score,date
France,FR,2023,1,EV charging,29.4,2023-01-01
France,FR,2023,1,Tesla,73.4,2023-01-01
France,FR,2023,1,electric car,0.8,2023-01-01
France,FR,2023,1,electric vehicle,32.4,2023-01-01
France,FR,2023,2,BYD,1.5,2023-02-01
France,FR,2023,2,EV charging,35,2023-02-01
France,FR,2023,2,Tesla,67.25,2023-02-01
France,FR,2023,2,electric car,1,2023-02-01
France,FR,2023,2,electric vehicle,39.75,2023-02-01
France,FR,2023,3,BYD,1.25,2023-03-01
France,FR,2023,3,EV charging,36.25,2023-03-01
France,FR,2023,3,Tesla,69.25,2023-03-01
France,FR,2023,3,electric car,1,2023-03-01
France,FR,2023,3,electric vehicle,33,2023-03-01
France,FR,2023,4,BYD,2.2,2023-04-01
France,FR,2023,4,EV charging,39.4,2023-04-01
France,FR,2023,4,Tesla,75.2,2023-04-01
France,FR,2023,4,electric car,1,2023-04-01
France,FR,2023,4,electric vehicle,62.4,2023-04-01
France,FR,2023,5,BYD,3.25,2023-05-01
France,FR,2023,5,EV charging,64.5,2023-05-01
France,FR,2023,5,Tesla,74.25,2023-05-01
France,FR,2023,5,electric car,1,2023-05-01
France,FR,2023,5,electric vehicle,48.5,2023-05-01
France,FR,2023,6,BYD,3,2023-06-01
France,FR,2023,6,EV charging,65,2023-06-01
France,FR,2023,6,Tesla,79,2023-06-01
France,FR,2023,6,electric car,1,2023-06-01
France,FR,2023,6,electric vehicle,61.5,2023-06-01
France,FR,2023,7,BYD,2,2023-07-01
France,FR,2023,7,EV charging,58.2,2023-07-01
France,FR,2023,7,Tesla,79,2023-07-01
France,FR,2023,7,electric car,1,2023-07-01
France,FR,2023,7,electric vehicle,57.4,2023-07-01
France,FR,2023,8,BYD,2.75,2023-08-01
France,FR,2023,8,EV charging,80.25,2023-08-01
France,FR,2023,8,Tesla,84.75,2023-08-01
France,FR,2023,8,electric car,1,2023-08-01
France,FR,2023,8,electric vehicle,39.25,2023-08-01
France,FR,2023,9,BYD,5,2023-09-01
France,FR,2023,9,EV charging,44,2023-09-01
France,FR,2023,9,Tesla,82.25,2023-09-01
France,FR,2023,9,electric car,1,2023-09-01
France,FR,2023,9,electric vehicle,55.25,2023-09-01
France,FR,2023,10,BYD,4,2023-10-01
France,FR,2023,10,EV charging,65,2023-10-01
France,FR,2023,10,Tesla,78.8,2023-10-01
France,FR,2023,10,electric car,1,2023-10-01
France,FR,2023,10,electric vehicle,62.2,2023-10-01
France,FR,2023,11,BYD,4.5,2023-11-01
France,FR,2023,11,EV charging,51.75,2023-11-01
France,FR,2023,11,Tesla,76,2023-11-01
France,FR,2023,11,electric car,1,2023-11-01
France,FR,2023,11,electric vehicle,70.5,2023-11-01
France,FR,2023,12,BYD,7.67,2023-12-01
France,FR,2023,12,EV charging,45.5,2023-12-01
France,FR,2023,12,Tesla,83.5,2023-12-01
France,FR,2023,12,electric car,1,2023-12-01
France,FR,2023,12,electric vehicle,43.33,2023-12-01
France,FR,2024,1,BYD,6.5,2024-01-01
France,FR,2024,1,EV charging,34.75,2024-01-01
France,FR,2024,1,Tesla,69.5,2024-01-01
France,FR,2024,1,electric car,1,2024-01-01
France,FR,2024,1,electric vehicle,65.25,2024-01-01
France,FR,2024,2,BYD,10.75,2024-02-01
France,FR,2024,2,EV charging,45,2024-02-01
France,FR,2024,2,Tesla,64.5,2024-02-01
France,FR,2024,2,electric car,1,2024-02-01
France,FR,2024,2,electric vehicle,82.25,2024-02-01
France,FR,2024,3,BYD,8.6,2024-03-01
France,FR,2024,3,EV charging,72,2024-03-01
France,FR,2024,3,Tesla,63.2,2024-03-01
France,FR,2024,3,electric car,1,2024-03-01
France,FR,2024,3,electric vehicle,60.2,2024-03-01
France,FR,2024,4,BYD,6.25,2024-04-01
France,FR,2024,4,EV charging,58.5,2024-04-01
France,FR,2024,4,Tesla,70.75,2024-04-01
France,FR,2024,4,electric car,1,2024-04-01
France,FR,2024,4,electric vehicle,59.25,2024-04-01
France,FR,2024,5,BYD,6.75,2024-05-01
France,FR,2024,5,EV charging,32.75,2024-05-01
France,FR,2024,5,Tesla,57.5,2024-05-01
France,FR,2024,5,electric car,1,2024-05-01
France,FR,2024,5,electric vehicle,50,2024-05-01
France,FR,2024,6,BYD,9.4,2024-06-01
France,FR,2024,6,EV charging,62,2024-06-01
France,FR,2024,6,Tesla,55.4,2024-06-01
France,FR,2024,6,electric car,1,2024-06-01
France,FR,2024,6,electric vehicle,58.8,2024-06-01
France,FR,2024,7,BYD,6.75,2024-07-01
France,FR,2024,7,EV charging,65,2024-07-01
France,FR,2024,7,Tesla,59.25,2024-07-01
France,FR,2024,7,electric car,1,2024-07-01
France,FR,2024,7,electric vehicle,43.5,2024-07-01
France,FR,2024,8,BYD,7,2024-08-01
France,FR,2024,8,EV charging,77.75,2024-08-01
France,FR,2024,8,Tesla,66.25,2024-08-01
France,FR,2024,8,electric car,1,2024-08-01
France,FR,2024,8,electric vehicle,60,2024-08-01
France,FR,2024,9,BYD,11.8,2024-09-01
France,FR,2024,9,EV charging,47.8,2024-09-01
France,FR,2024,9,Tesla,61,2024-09-01
France,FR,2024,9,electric car,1,2024-09-01
France,FR,2024,9,electric vehicle,56.4,2024-09-01
France,FR,2024,10,BYD,20.75,2024-10-01
France,FR,2024,10,EV charging,25,2024-10-01
France,FR,2024,10,Tesla,83.25,2024-10-01
France,FR,2024,10,electric car,1,2024-10-01
France,FR,2024,10,electric vehicle,68.5,2024-10-01
France,FR,2024,11,BYD,15,2024-11-01
France,FR,2024,11,EV charging,53.25,2024-11-01
France,FR,2024,11,Tesla,84.75,2024-11-01
France,FR,2024,11,electric car,1,2024-11-01
France,FR,2024,11,electric vehicle,60.5,2024-11-01
France,FR,2024,12,BYD,13.2,2024-12-01
France,FR,2024,12,EV charging,40,2024-12-01
France,FR,2024,12,Tesla,84.6,2024-12-01
France,FR,2024,12,electric car,1,2024-12-01
France,FR,2024,12,electric vehicle,38.8,2024-12-01
Germany,DE,2018,12,BYD,3,2018-12-01
Germany,DE,2018,12,EV charging,0,2018-12-01
Germany,DE,2018,12,Tesla,27,2018-12-01
Germany,DE,2018,12,electric car,0,2018-12-01
Germany,DE,2018,12,electric vehicle,0,2018-12-01
Germany,DE,2019,1,BYD,4,2019-01-01
Germany,DE,2019,1,EV charging,8,2019-01-01
Germany,DE,2019,1,Tesla,28.25,2019-01-01
Germany,DE,2019,1,electric car,0,2019-01-01
Germany,DE,2019,1,electric vehicle,61.5,2019-01-01
Germany,DE,2019,2,BYD,4.25,2019-02-01
Germany,DE,2019,2,EV charging,0,2019-02-01
Germany,DE,2019,2,Tesla,29.25,2019-02-01
Germany,DE,2019,2,electric car,0.25,2019-02-01
Germany,DE,2019,2,electric vehicle,68.75,2019-02-01
Germany,DE,2019,3,BYD,3.8,2019-03-01
Germany,DE,2019,3,EV charging,0,2019-03-01
Germany,DE,2019,3,Tesla,34.4,2019-03-01
Germany,DE,2019,3,electric car,0.2,2019-03-01
Germany,DE,2019,3,electric vehicle,64.2,2019-03-01
Germany,DE,2019,4,BYD,4.25,2019-04-01
Germany,DE,2019,4,EV charging,8.75,2019-04-01
Germany,DE,2019,4,Tesla,32.5,2019-04-01
Germany,DE,2019,4,electric car,0.25,2019-04-01
Germany,DE,2019,4,electric vehicle,69.75,2019-04-01
Germany,DE,2019,5,BYD,3.25,2019-05-01
Germany,DE,2019,5,EV charging,0,2019-05-01
Germany,DE,2019,5,Tesla,35.75,2019-05-01
Germany,DE,2019,5,electric car,0,2019-05-01
Germany,DE,2019,5,electric vehicle,70,2019-05-01
Germany,DE,2019,6,BYD,3,2019-06-01
Germany,DE,2019,6,EV charging,6.2,2019-06-01
Germany,DE,2019,6,Tesla,32.4,2019-06-01
Germany,DE,2019,6,electric car,0,2019-06-01
Germany,DE,2019,6,electric vehicle,68.6,2019-06-01
Germany,DE,2019,7,BYD,3,2019-07-01
Germany,DE,2019,7,EV charging,0,2019-07-01
Germany,DE,2019,7,Tesla,33.5,2019-07-01
Germany,DE,2019,7,electric car,0,2019-07-01
Germany,DE,2019,7,electric vehicle,65.5,2019-07-01
Germany,DE,2019,8,BYD,3,2019-08-01
Germany,DE,2019,8,EV charging,0,2019-08-01
Germany,DE,2019,8,Tesla,28.5,2019-08-01
Germany,DE,2019,8,electric car,0,2019-08-01
Germany,DE,2019,8,electric vehicle,54.25,2019-08-01
Germany,DE,2019,9,BYD,3.2,2019-09-01
Germany,DE,2019,9,EV charging,0,2019-09-01
Germany,DE,2019,9,Tesla,30.6,2019-09-01
Germany,DE,2019,9,electric car,0.8,2019-09-01
Germany,DE,2019,9,electric vehicle,65.2,2019-09-01
Germany,DE,2019,10,BYD,3,2019-10-01
Germany,DE,2019,10,EV charging,9.75,2019-10-01
Germany,DE,2019,10,Tesla,31.25,2019-10-01
Germany,DE,2019,10,electric car,0.75,2019-10-01
Germany,DE,2019,10,electric vehicle,58.75,2019-10-01
Germany,DE,2019,11,BYD,3,2019-11-01
Germany,DE,2019,11,EV charging,0,2019-11-01
Germany,DE,2019,11,Tesla,75,2019-11-01
Germany,DE,2019,11,electric car,0.25,2019-11-01
Germany,DE,2019,11,electric vehicle,61.5,2019-11-01
Germany,DE,2019,12,BYD,2.5,2019-12-01
Germany,DE,2019,12,EV charging,0,2019-12-01
Germany,DE,2019,12,Tesla,41.83,2019-12-01
Germany,DE,2019,12,electric car,0.33,2019-12-01
Germany,DE,2019,12,electric vehicle,57.33,2019-12-01
Germany,DE,2020,1,BYD,4.25,2020-01-01
Germany,DE,2020,1,EV charging,0,2020-01-01
Germany,DE,2020,1,Tesla,41.75,2020-01-01
Germany,DE,2020,1,electric car,0,2020-01-01
Germany,DE,2020,1,electric vehicle,86,2020-01-01
Germany,DE,2020,2,BYD,3.25,2020-02-01
Germany,DE,2020,2,EV charging,0,2020-02-01
Germany,DE,2020,2,Tesla,57,2020-02-01
Germany,DE,2020,2,electric car,0,2020-02-01
Germany,DE,2020,2,electric vehicle,75,2020-02-01
Germany,DE,2020,3,BYD,2.2,2020-03-01
Germany,DE,2020,3,EV charging,10.4,2020-03-01
Germany,DE,2020,3,Tesla,34.8,2020-03-01
Germany,DE,2020,3,electric car,0,2020-03-01
Germany,DE,2020,3,electric vehicle,64.4,2020-03-01
Germany,DE,2020,4,BYD,2,2020-04-01
Germany,DE,2020,4,EV charging,0,2020-04-01
Germany,DE,2020,4,Tesla,33,2020-04-01
Germany,DE,2020,4,electric car,0,2020-04-01
Germany,DE,2020,4,electric vehicle,47.5,2020-04-01
Germany,DE,2020,5,BYD,2.2,2020-05-01
Germany,DE,2020,5,EV charging,0,2020-05-01
Germany,DE,2020,5,Tesla,33.8,2020-05-01
Germany,DE,2020,5,electric car,0,2020-05-01
Germany,DE,2020,5,electric vehicle,49.6,2020-05-01
Germany,DE,2020,6,BYD,3.25,2020-06-01
Germany,DE,2020,6,EV charging,24,2020-06-01
Germany,DE,2020,6,Tesla,40.75,2020-06-01
Germany,DE,2020,6,electric car,0,2020-06-01
Germany,DE,2020,6,electric vehicle,59.25,2020-06-01
Germany,DE,2020,7,BYD,6.25,2020-07-01
Germany,DE,2020,7,EV charging,0,2020-07-01
Germany,DE,2020,7,Tesla,56.75,2020-07-01
Germany,DE,2020,7,electric car,0,2020-07-01
Germany,DE,2020,7,electric vehicle,58.5,2020-07-01
Germany,DE,2020,8,BYD,4.4,2020-08-01
Germany,DE,2020,8,EV charging,13.4,2020-08-01
Germany,DE,2020,8,Tesla,59.2,2020-08-01
Germany,DE,2020,8,electric car,0,2020-08-01
Germany,DE,2020,8,electric vehicle,53.6,2020-08-01
Germany,DE,2020,9,BYD,7.75,2020-09-01
Germany,DE,2020,9,EV charging,7.25,2020-09-01
Germany,DE,2020,9,Tesla,74.75,2020-09-01
Germany,DE,2020,9,electric car,0,2020-09-01
Germany,DE,2020,9,electric vehicle,53,2020-09-01
Germany,DE,2020,10,BYD,11.5,2020-10-01
Germany,DE,2020,10,EV charging,10.25,2020-10-01
Germany,DE,2020,10,Tesla,44.25,2020-10-01
Germany,DE,2020,10,electric car,0,2020-10-01
Germany,DE,2020,10,electric vehicle,60,2020-10-01
Germany,DE,2020,11,BYD,15.8,2020-11-01
Germany,DE,2020,11,EV charging,12.6,2020-11-01
Germany,DE,2020,11,Tesla,49,2020-11-01
Germany,DE,2020,11,electric car,0,2020-11-01
Germany,DE,2020,11,electric vehicle,71.8,2020-11-01
Germany,DE,2020,12,BYD,11.4,2020-12-01
Germany,DE,2020,12,EV charging,8.4,2020-12-01
Germany,DE,2020,12,Tesla,48,2020-12-01
Germany,DE,2020,12,electric car,0,2020-12-01
Germany,DE,2020,12,electric vehicle,60.4,2020-12-01
Germany,DE,2021,1,BYD,20.4,2021-01-01
Germany,DE,2021,1,EV charging,31.8,2021-01-01
Germany,DE,2021,1,Tesla,74.4,2021-01-01
Germany,DE,2021,1,electric car,0.2,2021-01-01
Germany,DE,2021,1,electric vehicle,76.2,2021-01-01
Germany,DE,2021,2,BYD,17.75,2021-02-01
Germany,DE,2021,2,EV charging,18.75,2021-02-01
Germany,DE,2021,2,Tesla,64,2021-02-01
Germany,DE,2021,2,electric car,0.25,2021-02-01
Germany,DE,2021,2,electric vehicle,64.5,2021-02-01
Germany,DE,2021,3,BYD,16.75,2021-03-01
Germany,DE,2021,3,EV charging,8.75,2021-03-01
Germany,DE,2021,3,Tesla,63.75,2021-03-01
Germany,DE,2021,3,electric car,0,2021-03-01
Germany,DE,2021,3,electric vehicle,78.5,2021-03-01
Germany,DE,2021,4,BYD,13.75,2021-04-01
Germany,DE,2021,4,EV charging,14.75,2021-04-01
Germany,DE,2021,4,Tesla,51.75,2021-04-01
Germany,DE,2021,4,electric car,0,2021-04-01
Germany,DE,2021,4,electric vehicle,71,2021-04-01
Germany,DE,2021,5,BYD,14.4,2021-05-01
Germany,DE,2021,5,EV charging,13.8,2021-05-01
Germany,DE,2021,5,Tesla,49.6,2021-05-01
Germany,DE,2021,5,electric car,0,2021-05-01
Germany,DE,2021,5,electric vehicle,53.8,2021-05-01
Germany,DE,2021,6,BYD,15.5,2021-06-01
Germany,DE,2021,6,EV charging,17.75,2021-06-01
Germany,DE,2021,6,Tesla,42.5,2021-06-01
Germany,DE,2021,6,electric car,0,2021-06-01
Germany,DE,2021,6,electric vehicle,67.25,2021-06-01
Germany,DE,2021,7,BYD,13.5,2021-07-01
Germany,DE,2021,7,EV charging,29,2021-07-01
Germany,DE,2021,7,Tesla,43.75,2021-07-01
Germany,DE,2021,7,electric car,0.25,2021-07-01
Germany,DE,2021,7,electric vehicle,47.75,2021-07-01
Germany,DE,2021,8,BYD,15,2021-08-01
Germany,DE,2021,8,EV charging,16.6,2021-08-01
Germany,DE,2021,8,Tesla,48.6,2021-08-01
Germany,DE,2021,8,electric car,0,2021-08-01
Germany,DE,2021,8,electric vehicle,56.4,2021-08-01
Germany,DE,2021,9,BYD,11.5,2021-09-01
Germany,DE,2021,9,EV charging,18.5,2021-09-01
Germany,DE,2021,9,Tesla,45.5,2021-09-01
Germany,DE,2021,9,electric car,0.25,2021-09-01
Germany,DE,2021,9,electric vehicle,59.25,2021-09-01
Germany,DE,2021,10,BYD,14,2021-10-01
Germany,DE,2021,10,EV charging,36.2,2021-10-01
Germany,DE,2021,10,Tesla,73.6,2021-10-01
Germany,DE,2021,10,electric car,0,2021-10-01
Germany,DE,2021,10,electric vehicle,68.8,2021-10-01
Germany,DE,2021,11,BYD,12.5,2021-11-01
Germany,DE,2021,11,EV charging,36.25,2021-11-01
Germany,DE,2021,11,Tesla,67.75,2021-11-01
Germany,DE,2021,11,electric car,0,2021-11-01
Germany,DE,2021,11,electric vehicle,82.5,2021-11-01
Germany,DE,2021,12,BYD,9.2,2021-12-01
Germany,DE,2021,12,EV charging,15.2,2021-12-01
Germany,DE,2021,12,Tesla,61.8,2021-12-01
Germany,DE,2021,12,electric car,0,2021-12-01
Germany,DE,2021,12,electric vehicle,37.8,2021-12-01
Germany,DE,2022,1,BYD,10.8,2022-01-01
Germany,DE,2022,1,EV charging,32.4,2022-01-01
Germany,DE,2022,1,Tesla,74.2,2022-01-01
Germany,DE,2022,1,electric car,1,2022-01-01
Germany,DE,2022,1,electric vehicle,69.4,2022-01-01
Germany,DE,2022,2,BYD,11.25,2022-02-01
Germany,DE,2022,2,EV charging,40.25,2022-02-01
Germany,DE,2022,2,Tesla,64.5,2022-02-01
Germany,DE,2022,2,electric car,1,2022-02-01
Germany,DE,2022,2,electric vehicle,77.5,2022-02-01
Germany,DE,2022,3,BYD,12.75,2022-03-01
Germany,DE,2022,3,EV charging,37,2022-03-01
Germany,DE,2022,3,Tesla,82,2022-03-01
Germany,DE,2022,3,electric car,1,2022-03-01
Germany,DE,2022,3,electric vehicle,76.75,2022-03-01
Germany,DE,2022,4,BYD,10.25,2022-04-01
Germany,DE,2022,4,EV charging,42.75,2022-04-01
Germany,DE,2022,4,Tesla,77,2022-04-01
Germany,DE,2022,4,electric car,1,2022-04-01
Germany,DE,2022,4,electric vehicle,60,2022-04-01
Germany,DE,2022,5,BYD,11.2,2022-05-01
Germany,DE,2022,5,EV charging,39.2,2022-05-01
Germany,DE,2022,5,Tesla,63.6,2022-05-01
Germany,DE,2022,5,electric car,1,2022-05-01
Germany,DE,2022,5,electric vehicle,59,2022-05-01
Germany,DE,2022,6,BYD,12.75,2022-06-01
Germany,DE,2022,6,EV charging,39.75,2022-06-01
Germany,DE,2022,6,Tesla,57.5,2022-06-01
Germany,DE,2022,6,electric car,1,2022-06-01
Germany,DE,2022,6,electric vehicle,70.5,2022-06-01
Germany,DE,2022,7,BYD,15.2,2022-07-01
Germany,DE,2022,7,EV charging,47.6,2022-07-01
Germany,DE,2022,7,Tesla,58.4,2022-07-01
Germany,DE,2022,7,electric car,1,2022-07-01
Germany,DE,2022,7,electric vehicle,52.8,2022-07-01
Germany,DE,2022,8,BYD,13,2022-08-01
Germany,DE,2022,8,EV charging,48.25,2022-08-01
Germany,DE,2022,8,Tesla,58.5,2022-08-01
Germany,DE,2022,8,electric car,1,2022-08-01
Germany,DE,2022,8,electric vehicle,63.5,2022-08-01
Germany,DE,2022,9,BYD,11.5,2022-09-01
Germany,DE,2022,9,EV charging,24.75,2022-09-01
Germany,DE,2022,9,Tesla,53,2022-09-01
Germany,DE,2022,9,electric car,1,2022-09-01
Germany,DE,2022,9,electric vehicle,50.25,2022-09-01
Germany,DE,2022,10,BYD,13.8,2022-10-01
Germany,DE,2022,10,EV charging,39.2,2022-10-01
Germany,DE,2022,10,Tesla,54.6,2022-10-01
Germany,DE,2022,10,electric car,1,2022-10-01
Germany,DE,2022,10,electric vehicle,53.4,2022-10-01
Germany,DE,2022,11,BYD,10.75,2022-11-01
Germany,DE,2022,11,EV charging,39.5,2022-11-01
Germany,DE,2022,11,Tesla,55.5,2022-11-01
Germany,DE,2022,11,electric car,0.75,2022-11-01
Germany,DE,2022,11,electric vehicle,59.25,2022-11-01
Germany,DE,2022,12,BYD,10,2022-12-01
Germany,DE,2022,12,EV charging,37.5,2022-12-01
Germany,DE,2022,12,Tesla,71.25,2022-12-01
Germany,DE,2022,12,electric car,1,2022-12-01
Germany,DE,2022,12,electric vehicle,54,2022-12-01
Germany,DE,2023,1,BYD,13.6,2023-01-01
Germany,DE,2023,1,EV charging,13,2023-01-01
Germany,DE,2023,1,Tesla,91.8,2023-01-01
Germany,DE,2023,1,electric car,1,2023-01-01
Germany,DE,2023,1,electric vehicle,15,2023-01-01
Germany,DE,2023,2,BYD,13.5,2023-02-01
Germany,DE,2023,2,EV charging,13.75,2023-02-01
Germany,DE,2023,2,Tesla,76.75,2023-02-01
Germany,DE,2023,2,electric car,1,2023-02-01
Germany,DE,2023,2,electric vehicle,17.5,2023-02-01
Germany,DE,2023,3,BYD,13,2023-03-01
Germany,DE,2023,3,EV charging,13.5,2023-03-01
Germany,DE,2023,3,Tesla,68.75,2023-03-01
Germany,DE,2023,3,electric car,1,2023-03-01
Germany,DE,2023,3,electric vehicle,15,2023-03-01
Germany,DE,2023,4,BYD,15,2023-04-01
Germany,DE,2023,4,EV charging,12.4,2023-04-01
Germany,DE,2023,4,Tesla,66.6,2023-04-01
Germany,DE,2023,4,electric car,1,2023-04-01
Germany,DE,2023,4,electric vehicle,16.2,2023-04-01
Germany,DE,2023,5,BYD,15.5,2023-05-01
Germany,DE,2023,5,EV charging,13.5,2023-05-01
Germany,DE,2023,5,Tesla,62,2023-05-01
Germany,DE,2023,5,electric car,1,2023-05-01
Germany,DE,2023,5,electric vehicle,17.25,2023-05-01
Germany,DE,2023,6,BYD,15,2023-06-01
Germany,DE,2023,6,EV charging,16,2023-06-01
Germany,DE,2023,6,Tesla,69,2023-06-01
Germany,DE,2023,6,electric car,1,2023-06-01
Germany,DE,2023,6,electric vehicle,17.75,2023-06-01
Germany,DE,2023,7,BYD,15.6,2023-07-01
Germany,DE,2023,7,EV charging,16.2,2023-07-01
Germany,DE,2023,7,Tesla,68.4,2023-07-01
Germany,DE,2023,7,electric car,1,2023-07-01
Germany,DE,2023,7,electric vehicle,19.6,2023-07-01
Germany,DE,2023,8,BYD,15.5,2023-08-01
Germany,DE,2023,8,EV charging,14.25,2023-08-01
Germany,DE,2023,8,Tesla,65,2023-08-01
Germany,DE,2023,8,electric car,1,2023-08-01
Germany,DE,2023,8,electric vehicle,13.75,2023-08-01
Germany,DE,2023,9,BYD,19,2023-09-01
Germany,DE,2023,9,EV charging,42.25,2023-09-01
Germany,DE,2023,9,Tesla,65.5,2023-09-01
Germany,DE,2023,9,electric car,1,2023-09-01
Germany,DE,2023,9,electric vehicle,16.75,2023-09-01
Germany,DE,2023,10,BYD,15,2023-10-01
Germany,DE,2023,10,EV charging,19,2023-10-01
Germany,DE,2023,10,Tesla,59.6,2023-10-01
Germany,DE,2023,10,electric car,1,2023-10-01
Germany,DE,2023,10,electric vehicle,16.8,2023-10-01
Germany,DE,2023,11,BYD,14,2023-11-01
Germany,DE,2023,11,EV charging,15.75,2023-11-01
Germany,DE,2023,11,Tesla,56.75,2023-11-01
Germany,DE,2023,11,electric car,1,2023-11-01
Germany,DE,2023,11,electric vehicle,20,2023-11-01
Germany,DE,2023,12,BYD,16.83,2023-12-01
Germany,DE,2023,12,EV charging,16.5,2023-12-01
Germany,DE,2023,12,Tesla,55,2023-12-01
Germany,DE,2023,12,electric car,1,2023-12-01
Germany,DE,2023,12,electric vehicle,23.17,2023-12-01
Germany,DE,2024,1,BYD,20.25,2024-01-01
Germany,DE,2024,1,EV charging,49.25,2024-01-01
Germany,DE,2024,1,Tesla,68.25,2024-01-01
Germany,DE,2024,1,electric car,1,2024-01-01
Germany,DE,2024,1,electric vehicle,57,2024-01-01
Germany,DE,2024,2,BYD,27.25,2024-02-01
Germany,DE,2024,2,EV charging,55,2024-02-01
Germany,DE,2024,2,Tesla,62.25,2024-02-01
Germany,DE,2024,2,electric car,1,2024-02-01
Germany,DE,2024,2,electric vehicle,47.5,2024-02-01
Germany,DE,2024,3,BYD,20.4,2024-03-01
Germany,DE,2024,3,EV charging,56.4,2024-03-01
Germany,DE,2024,3,Tesla,66,2024-03-01
Germany,DE,2024,3,electric car,1,2024-03-01
Germany,DE,2024,3,electric vehicle,61.2,2024-03-01
Germany,DE,2024,4,BYD,18,2024-04-01
Germany,DE,2024,4,EV charging,54.5,2024-04-01
Germany,DE,2024,4,Tesla,73.25,2024-04-01
Germany,DE,2024,4,electric car,1,2024-04-01
Germany,DE,2024,4,electric vehicle,71.5,2024-04-01
Germany,DE,2024,5,BYD,16.5,2024-05-01
Germany,DE,2024,5,EV charging,61.5,2024-05-01
Germany,DE,2024,5,Tesla,57,2024-05-01
Germany,DE,2024,5,electric car,1,2024-05-01
Germany,DE,2024,5,electric vehicle,66.5,2024-05-01
Germany,DE,2024,6,BYD,27.4,2024-06-01
Germany,DE,2024,6,EV charging,54.4,2024-06-01
Germany,DE,2024,6,Tesla,56.2,2024-06-01
Germany,DE,2024,6,electric car,1,2024-06-01
Germany,DE,2024,6,electric vehicle,65.8,2024-06-01
Germany,DE,2024,7,BYD,16.25,2024-07-01
Germany,DE,2024,7,EV charging,48.5,2024-07-01
Germany,DE,2024,7,Tesla,62.5,2024-07-01
Germany,DE,2024,7,electric car,1,2024-07-01
Germany,DE,2024,7,electric vehicle,63.75,2024-07-01
Germany,DE,2024,8,BYD,14,2024-08-01
Germany,DE,2024,8,EV charging,51.75,2024-08-01
Germany,DE,2024,8,Tesla,52.5,2024-08-01
Germany,DE,2024,8,electric car,1,2024-08-01
Germany,DE,2024,8,electric vehicle,71.5,2024-08-01
Germany,DE,2024,9,BYD,17.6,2024-09-01
Germany,DE,2024,9,EV charging,63.4,2024-09-01
Germany,DE,2024,9,Tesla,53.8,2024-09-01
Germany,DE,2024,9,electric car,1,2024-09-01
Germany,DE,2024,9,electric vehicle,66.6,2024-09-01
Germany,DE,2024,10,BYD,21.25,2024-10-01
Germany,DE,2024,10,EV charging,53.5,2024-10-01
Germany,DE,2024,10,Tesla,69.5,2024-10-01
Germany,DE,2024,10,electric car,1,2024-10-01
Germany,DE,2024,10,electric vehicle,62.75,2024-10-01
Germany,DE,2024,11,BYD,17.75,2024-11-01
Germany,DE,2024,11,EV charging,53,2024-11-01
Germany,DE,2024,11,Tesla,82.75,2024-11-01
Germany,DE,2024,11,electric car,1,2024-11-01
Germany,DE,2024,11,electric vehicle,71.5,2024-11-01
Germany,DE,2024,12,BYD,17.4,2024-12-01
Germany,DE,2024,12,EV charging,44.6,2024-12-01
Germany,DE,2024,12,Tesla,76,2024-12-01
Germany,DE,2024,12,electric car,1,2024-12-01
Germany,DE,2024,12,electric vehicle,66,2024-12-01
India,IN,2018,12,BYD,1,2018-12-01
India,IN,2018,12,EV charging,3,2018-12-01
India,IN,2018,12,Tesla,27,2018-12-01
India,IN,2018,12,electric car,9,2018-12-01
India,IN,2018,12,electric vehicle,19,2018-12-01
India,IN,2019,1,BYD,1,2019-01-01
India,IN,2019,1,EV charging,3.25,2019-01-01
India,IN,2019,1,Tesla,28.75,2019-01-01
India,IN,2019,1,electric car,10.5,2019-01-01
India,IN,2019,1,electric vehicle,23.5,2019-01-01
India,IN,2019,2,BYD,1,2019-02-01
India,IN,2019,2,EV charging,3.5,2019-02-01
India,IN,2019,2,Tesla,26.25,2019-02-01
India,IN,2019,2,electric car,10.25,2019-02-01
India,IN,2019,2,electric vehicle,23.75,2019-02-01
India,IN,2019,3,BYD,1,2019-03-01
India,IN,2019,3,EV charging,4,2019-03-01
India,IN,2019,3,Tesla,28.2,2019-03-01
India,IN,2019,3,electric car,10.2,2019-03-01
India,IN,2019,3,electric vehicle,24.2,2019-03-01
India,IN,2019,4,BYD,1,2019-04-01
India,IN,2019,4,EV charging,2.75,2019-04-01
India,IN,2019,4,Tesla,24.5,2019-04-01
India,IN,2019,4,electric car,8.5,2019-04-01
India,IN,2019,4,electric vehicle,21.75,2019-04-01
India,IN,2019,5,BYD,1,2019-05-01
India,IN,2019,5,EV charging,3.5,2019-05-01
India,IN,2019,5,Tesla,29.75,2019-05-01
India,IN,2019,5,electric car,9.25,2019-05-01
India,IN,2019,5,electric vehicle,21.5,2019-05-01
India,IN,2019,6,BYD,1,2019-06-01
India,IN,2019,6,EV charging,5,2019-06-01
India,IN,2019,6,Tesla,25.2,2019-06-01
India,IN,2019,6,electric car,15.4,2019-06-01
India,IN,2019,6,electric vehicle,31,2019-06-01
India,IN,2019,7,BYD,1,2019-07-01
India,IN,2019,7,EV charging,9.75,2019-07-01
India,IN,2019,7,Tesla,33.25,2019-07-01
India,IN,2019,7,electric car,35.25,2019-07-01
India,IN,2019,7,electric vehicle,48.75,2019-07-01
